Country,Signatures,Threshold,Percentage,Petition_ID,Population,GDP,Population_Density,Unemployment_Rate,Tertiary_Enrollment,Life_Expectancy,Urban_Population,Labor_Participation,Signatures_Per_Capita,GDP_Per_Capita,Threshold_Ratio,Threshold_Per_Capita,Petition_Name
Estonia,6,4935,0.12,eci_table_10,1331824.0,31386949981.0,31,5.11,69.6,78.2,916024.0,63.6,4.505099772942971e-06,23566.890205462583,0.0012158054711246201,0.003705444563245594,Stop torture and inhuman treatment at Europe’s borders
Finland,127,9870,1.29,eci_table_10,5520314.0,268761201365.0,18,6.59,88.2,81.7,4716888.0,59.1,2.3005937705717464e-05,48685.853986747854,0.012867274569402228,0.0017879417728774124,Stop torture and inhuman treatment at Europe’s borders
France,2497,55695,4.48,eci_table_10,67059887.0,2715518274227.0,119,8.43,65.6,82.5,54123364.0,55.1,3.723537440497029e-05,40493.9285720389,0.044833467995331715,0.0008305263025569965,Stop torture and inhuman treatment at Europe’s borders
Germany,2899,67680,4.28,eci_table_10,83132799.0,3845630030824.0,240,3.04,70.2,80.9,64324835.0,60.8,3.48719161976009e-05,46258.8782897109,0.0428339243498818,0.0008141191059860742,Stop torture and inhuman treatment at Europe’s borders
Greece,146,14805,0.99,eci_table_10,10716322.0,209852761469.0,81,17.24,136.6,81.3,8507474.0,51.8,1.362407736534979e-05,19582.53601086268,0.009861533265788584,0.0013815374342055044,Stop torture and inhuman treatment at Europe’s borders
Hungary,36,14805,0.24,eci_table_10,9769949.0,160967157504.0,107,3.4,48.5,75.8,6999582.0,56.5,3.6847684670615987e-06,16475.741838979917,0.0024316109422492403,0.0015153610320790825,Stop torture and inhuman treatment at Europe’s borders
Republic of Ireland,91,9165,0.99,eci_table_10,5007069.0,388698711348.0,72,4.93,77.8,82.3,3133123.0,62.1,1.8174305167354395e-05,77629.9889911643,0.009929078014184398,0.0018304121632835497,Stop torture and inhuman treatment at Europe’s borders
Italy,16817,53580,31.39,eci_table_10,60297396.0,2001244392042.0,206,9.89,61.9,82.9,42651966.0,49.6,0.0002789009329689793,33189.56579886136,0.3138671145949981,0.0008885955871129162,Stop torture and inhuman treatment at Europe’s borders
Latvia,9,5640,0.16,eci_table_10,1912789.0,34117202555.0,30,6.52,88.1,74.7,1304943.0,61.4,4.70517134927062e-06,17836.364886560932,0.0015957446808510637,0.0029485740455429217,Stop torture and inhuman treatment at Europe’s borders
Lithuania,13,7755,0.17,eci_table_10,2786844.0,54219315600.0,43,6.35,72.4,75.7,1891013.0,61.6,4.664774921021772e-06,19455.45412660343,0.0016763378465506126,0.0027827176548095266,Stop torture and inhuman treatment at Europe’s borders
Luxembourg,47,4230,1.11,eci_table_10,645397.0,71104919108.0,242,5.36,19.2,82.1,565488.0,59.3,7.282339397301196e-05,110172.37314087298,0.011111111111111112,0.006554105457571077,Stop torture and inhuman treatment at Europe’s borders
Malta,15,4230,0.35,eci_table_10,502653.0,14786156563.0,1380,3.47,54.3,82.3,475902.0,56.5,2.9841660151237533e-05,29416.230606402427,0.0035460992907801418,0.008415348162648984,Stop torture and inhuman treatment at Europe’s borders
Netherlands,192,20445,0.94,eci_table_10,17332850.0,909070395161.0,508,3.2,85.0,81.8,15924729.0,63.6,1.1077231961275843e-05,52447.83143920359,0.009391049156272927,0.0011795521221264823,Stop torture and inhuman treatment at Europe’s borders
Poland,450,36660,1.23,eci_table_10,37970874.0,592164400688.0,124,3.47,67.8,77.6,22796574.0,56.7,1.1851188887566823e-05,15595.227033436207,0.012274959083469721,0.0009654768547071105,Stop torture and inhuman treatment at Europe’s borders
Portugal,106,14805,0.72,eci_table_10,10269417.0,237686075635.0,111,6.33,63.9,81.3,6753579.0,58.8,1.0321910192175466e-05,23145.04081731222,0.007159743329956096,0.0014416592490109224,Stop torture and inhuman treatment at Europe’s borders
Romania,59,23265,0.25,eci_table_10,19356544.0,250077444017.0,84,3.98,49.4,75.4,10468793.0,54.7,3.048064778505915e-06,12919.529644186483,0.0025359982806791317,0.0012019191029142393,Stop torture and inhuman treatment at Europe’s borders
Slovakia,10,9870,0.1,eci_table_10,5454073.0,105422304976.0,114,5.56,46.6,77.2,2930419.0,59.5,1.8334921443112331e-06,19329.0968008679,0.0010131712259371835,0.001809656746435187,Stop torture and inhuman treatment at Europe’s borders
Slovenia,126,5640,2.23,eci_table_10,2087946.0,53742159517.0,103,4.2,78.6,81.0,1144654.0,58.4,6.034638826866212e-05,25739.247814359183,0.022340425531914895,0.0027012192844067806,Stop torture and inhuman treatment at Europe’s borders
Spain,803,41595,1.93,eci_table_10,47076781.0,1394116310769.0,94,13.96,88.9,83.3,37927409.0,57.5,1.705724102079112e-05,29613.67113798626,0.01930520495251833,0.0008835565881193109,Stop torture and inhuman treatment at Europe’s borders
Sweden,59,14805,0.4,eci_table_10,10285453.0,530832908738.0,25,6.48,67.0,82.5,9021165.0,64.6,5.736256827968588e-06,51610.06605523354,0.003985140155352921,0.0014394115650521178,Stop torture and inhuman treatment at Europe’s borders
Austria,100,13395,0.75,eci_table_11,8877067.0,446314739528.0,109,4.67,85.1,81.6,5194416.0,60.7,1.1264982003628e-05,50277.27508736838,0.007465472191116088,0.0015089443393859706,Ensuring a dignified reception of migrants in Europe
Belgium,280,14805,1.89,eci_table_11,11484055.0,529606710418.0,383,5.59,79.7,81.6,11259082.0,53.6,2.4381631749412555e-05,46116.699233676605,0.018912529550827423,0.0012891787787501889,Ensuring a dignified reception of migrants in Europe
Bulgaria,21,11985,0.18,eci_table_11,6975761.0,86000000000.0,64,4.34,71.0,74.9,5256027.0,55.4,3.01042423901851e-06,12328.404026456756,0.0017521902377972466,0.001718092119268421,Ensuring a dignified reception of migrants in Europe
Croatia,16,8460,0.19,eci_table_11,4067500.0,60415553039.0,73,6.93,67.9,78.1,2328318.0,51.2,3.933620159803319e-06,14853.239837492318,0.0018912529550827422,0.002079901659496005,Ensuring a dignified reception of migrants in Europe
Cyprus,4,4230,0.09,eci_table_11,1198575.0,24564647935.0,131,7.27,75.9,80.8,800708.0,63.1,3.3372963727760048e-06,20494.87761299877,0.0009456264775413711,0.003529190914210625,Ensuring a dignified reception of migrants in Europe
Czech Republic,14,14805,0.09,eci_table_11,10669709.0,246489245495.0,139,1.93,64.1,79.0,7887156.0,60.6,1.3121257571317082e-06,23101.777704996453,0.0009456264775413711,0.0013875729881667814,Ensuring a dignified reception of migrants in Europe
Denmark,25,9870,0.25,eci_table_11,5818553.0,348078018464.0,137,4.91,80.6,81.0,5119978.0,62.2,4.2966008902900776e-06,59822.092960913134,0.0025329280648429585,0.0016962980314865225,Ensuring a dignified reception of migrants in Europe
Estonia,2,4935,0.04,eci_table_11,1331824.0,31386949981.0,31,5.11,69.6,78.2,916024.0,63.6,1.5016999243143239e-06,23566.890205462583,0.0004052684903748733,0.003705444563245594,Ensuring a dignified reception of migrants in Europe
Finland,62,9870,0.63,eci_table_11,5520314.0,268761201365.0,18,6.59,88.2,81.7,4716888.0,59.1,1.1231245179169156e-05,48685.853986747854,0.006281661600810537,0.0017879417728774124,Ensuring a dignified reception of migrants in Europe
France,12191,55695,21.89,eci_table_11,67059887.0,2715518274227.0,119,8.43,65.6,82.5,54123364.0,55.1,0.00018179273102562787,40493.9285720389,0.2188885896400036,0.0008305263025569965,Ensuring a dignified reception of migrants in Europe
Germany,862,67680,1.27,eci_table_11,83132799.0,3845630030824.0,240,3.04,70.2,80.9,64324835.0,60.8,1.0368951970449113e-05,46258.8782897109,0.012736406619385342,0.0008141191059860742,Ensuring a dignified reception of migrants in Europe
Greece,107,14805,0.72,eci_table_11,10716322.0,209852761469.0,81,17.24,136.6,81.3,8507474.0,51.8,9.984769028030326e-06,19582.53601086268,0.007227288078351908,0.0013815374342055044,Ensuring a dignified reception of migrants in Europe
Hungary,24,14805,0.16,eci_table_11,9769949.0,160967157504.0,107,3.4,48.5,75.8,6999582.0,56.5,2.456512311374399e-06,16475.741838979917,0.0016210739614994933,0.0015153610320790825,Ensuring a dignified reception of migrants in Europe
Republic of Ireland,55,9165,0.6,eci_table_11,5007069.0,388698711348.0,72,4.93,77.8,82.3,3133123.0,62.1,1.0984470156093314e-05,77629.9889911643,0.006001091107474086,0.0018304121632835497,Ensuring a dignified reception of migrants in Europe
Italy,969,53580,1.81,eci_table_11,60297396.0,2001244392042.0,206,9.89,61.9,82.9,42651966.0,49.6,1.6070345724382526e-05,33189.56579886136,0.018085106382978722,0.0008885955871129162,Ensuring a dignified reception of migrants in Europe
Latvia,2,5640,0.04,eci_table_11,1912789.0,34117202555.0,30,6.52,88.1,74.7,1304943.0,61.4,1.045593633171249e-06,17836.364886560932,0.0003546099290780142,0.0029485740455429217,Ensuring a dignified reception of migrants in Europe
Lithuania,11,7755,0.14,eci_table_11,2786844.0,54219315600.0,43,6.35,72.4,75.7,1891013.0,61.6,3.947117240864576e-06,19455.45412660343,0.0014184397163120568,0.0027827176548095266,Ensuring a dignified reception of migrants in Europe
Luxembourg,15,4230,0.35,eci_table_11,645397.0,71104919108.0,242,5.36,19.2,82.1,565488.0,59.3,2.3241508714791053e-05,110172.37314087298,0.0035460992907801418,0.006554105457571077,Ensuring a dignified reception of migrants in Europe
Malta,2,4230,0.05,eci_table_11,502653.0,14786156563.0,1380,3.47,54.3,82.3,475902.0,56.5,3.978888020165005e-06,29416.230606402427,0.00047281323877068556,0.008415348162648984,Ensuring a dignified reception of migrants in Europe
Netherlands,144,20445,0.7,eci_table_11,17332850.0,909070395161.0,508,3.2,85.0,81.8,15924729.0,63.6,8.307923970956883e-06,52447.83143920359,0.007043286867204695,0.0011795521221264823,Ensuring a dignified reception of migrants in Europe
Poland,123,36660,0.34,eci_table_11,37970874.0,592164400688.0,124,3.47,67.8,77.6,22796574.0,56.7,3.239324962601598e-06,15595.227033436207,0.0033551554828150573,0.0009654768547071105,Ensuring a dignified reception of migrants in Europe
Portugal,48,14805,0.32,eci_table_11,10269417.0,237686075635.0,111,6.33,63.9,81.3,6753579.0,58.8,4.674072539853041e-06,23145.04081731222,0.0032421479229989866,0.0014416592490109224,Ensuring a dignified reception of migrants in Europe
Romania,33,23265,0.14,eci_table_11,19356544.0,250077444017.0,84,3.98,49.4,75.4,10468793.0,54.7,1.7048497913677153e-06,12919.529644186483,0.0014184397163120568,0.0012019191029142393,Ensuring a dignified reception of migrants in Europe
Slovakia,14,9870,0.14,eci_table_11,5454073.0,105422304976.0,114,5.56,46.6,77.2,2930419.0,59.5,2.5668890020357262e-06,19329.0968008679,0.0014184397163120568,0.001809656746435187,Ensuring a dignified reception of migrants in Europe
Slovenia,6,5640,0.11,eci_table_11,2087946.0,53742159517.0,103,4.2,78.6,81.0,1144654.0,58.4,2.873637536602958e-06,25739.247814359183,0.0010638297872340426,0.0027012192844067806,Ensuring a dignified reception of migrants in Europe
Spain,200,41595,0.48,eci_table_11,47076781.0,1394116310769.0,94,13.96,88.9,83.3,37927409.0,57.5,4.24837883456815e-06,29613.67113798626,0.004808270224786633,0.0008835565881193109,Ensuring a dignified reception of migrants in Europe
Sweden,34,14805,0.23,eci_table_11,10285453.0,530832908738.0,25,6.48,67.0,82.5,9021165.0,64.6,3.3056395279818985e-06,51610.06605523354,0.002296521445457616,0.0014394115650521178,Ensuring a dignified reception of migrants in Europe
Austria,194,13395,1.45,eci_table_12,8877067.0,446314739528.0,109,4.67,85.1,81.6,5194416.0,60.7,2.185406508703832e-05,50277.27508736838,0.014483016050765211,0.0015089443393859706,End The Horse Slaughter Age
Belgium,182,14805,1.23,eci_table_12,11484055.0,529606710418.0,383,5.59,79.7,81.6,11259082.0,53.6,1.584806063711816e-05,46116.699233676605,0.012293144208037825,0.0012891787787501889,End The Horse Slaughter Age
Bulgaria,84,11985,0.7,eci_table_12,6975761.0,86000000000.0,64,4.34,71.0,74.9,5256027.0,55.4,1.204169695607404e-05,12328.404026456756,0.007008760951188986,0.001718092119268421,End The Horse Slaughter Age
Croatia,57,8460,0.67,eci_table_12,4067500.0,60415553039.0,73,6.93,67.9,78.1,2328318.0,51.2,1.4013521819299325e-05,14853.239837492318,0.00673758865248227,0.002079901659496005,End The Horse Slaughter Age
Cyprus,6,4230,0.14,eci_table_12,1198575.0,24564647935.0,131,7.27,75.9,80.8,800708.0,63.1,5.005944559164007e-06,20494.87761299877,0.0014184397163120568,0.003529190914210625,End The Horse Slaughter Age
Czech Republic,38,14805,0.26,eci_table_12,10669709.0,246489245495.0,139,1.93,64.1,79.0,7887156.0,60.6,3.561484197928922e-06,23101.777704996453,0.0025667004390408647,0.0013875729881667814,End The Horse Slaughter Age
Denmark,45,9870,0.46,eci_table_12,5818553.0,348078018464.0,137,4.91,80.6,81.0,5119978.0,62.2,7.733881602522139e-06,59822.092960913134,0.004559270516717325,0.0016962980314865225,End The Horse Slaughter Age
Estonia,8,4935,0.16,eci_table_12,1331824.0,31386949981.0,31,5.11,69.6,78.2,916024.0,63.6,6.0067996972572955e-06,23566.890205462583,0.0016210739614994933,0.003705444563245594,End The Horse Slaughter Age
Finland,81,9870,0.82,eci_table_12,5520314.0,268761201365.0,18,6.59,88.2,81.7,4716888.0,59.1,1.4673078379237123e-05,48685.853986747854,0.008206686930091186,0.0017879417728774124,End The Horse Slaughter Age
France,4130,55695,7.42,eci_table_12,67059887.0,2715518274227.0,119,8.43,65.6,82.5,54123364.0,55.1,6.158674260814069e-05,40493.9285720389,0.07415387377682019,0.0008305263025569965,End The Horse Slaughter Age
Germany,3312,67680,4.89,eci_table_12,83132799.0,3845630030824.0,240,3.04,70.2,80.9,64324835.0,60.8,3.9839871143999374e-05,46258.8782897109,0.04893617021276596,0.0008141191059860742,End The Horse Slaughter Age
Greece,119,14805,0.8,eci_table_12,10716322.0,209852761469.0,81,17.24,136.6,81.3,8507474.0,51.8,1.1104556208744007e-05,19582.53601086268,0.008037825059101654,0.0013815374342055044,End The Horse Slaughter Age
Hungary,42,14805,0.28,eci_table_12,9769949.0,160967157504.0,107,3.4,48.5,75.8,6999582.0,56.5,4.2988965449051985e-06,16475.741838979917,0.0028368794326241137,0.0015153610320790825,End The Horse Slaughter Age
Republic of Ireland,68,9165,0.74,eci_table_12,5007069.0,388698711348.0,72,4.93,77.8,82.3,3133123.0,62.1,1.3580799465715372e-05,77629.9889911643,0.007419530823786143,0.0018304121632835497,End The Horse Slaughter Age
Italy,1235,53580,2.3,eci_table_12,60297396.0,2001244392042.0,206,9.89,61.9,82.9,42651966.0,49.6,2.0481813178134593e-05,33189.56579886136,0.02304964539007092,0.0008885955871129162,End The Horse Slaughter Age
Latvia,12,5640,0.21,eci_table_12,1912789.0,34117202555.0,30,6.52,88.1,74.7,1304943.0,61.4,6.273561799027493e-06,17836.364886560932,0.002127659574468085,0.0029485740455429217,End The Horse Slaughter Age
Lithuania,1041,7755,13.42,eci_table_12,2786844.0,54219315600.0,43,6.35,72.4,75.7,1891013.0,61.6,0.0003735408225218204,19455.45412660343,0.13423597678916827,0.0027827176548095266,End The Horse Slaughter Age
Luxembourg,23,4230,0.54,eci_table_12,645397.0,71104919108.0,242,5.36,19.2,82.1,565488.0,59.3,3.563698002934628e-05,110172.37314087298,0.005437352245862884,0.006554105457571077,End The Horse Slaughter Age
Malta,13,4230,0.31,eci_table_12,502653.0,14786156563.0,1380,3.47,54.3,82.3,475902.0,56.5,2.586277213107253e-05,29416.230606402427,0.0030732860520094564,0.008415348162648984,End The Horse Slaughter Age
Netherlands,127,20445,0.62,eci_table_12,17332850.0,909070395161.0,508,3.2,85.0,81.8,15924729.0,63.6,7.3271273910522506e-06,52447.83143920359,0.006211787723159697,0.0011795521221264823,End The Horse Slaughter Age
Poland,3809,36660,10.39,eci_table_12,37970874.0,592164400688.0,124,3.47,67.8,77.6,22796574.0,56.7,0.00010031372993942673,15595.227033436207,0.10390070921985815,0.0009654768547071105,End The Horse Slaughter Age
Portugal,83,14805,0.56,eci_table_12,10269417.0,237686075635.0,111,6.33,63.9,81.3,6753579.0,58.8,8.082250433495884e-06,23145.04081731222,0.005606214116852415,0.0014416592490109224,End The Horse Slaughter Age
Romania,68,23265,0.29,eci_table_12,19356544.0,250077444017.0,84,3.98,49.4,75.4,10468793.0,54.7,3.513023812515292e-06,12919.529644186483,0.0029228454760369654,0.0012019191029142393,End The Horse Slaughter Age
Slovakia,70,9870,0.71,eci_table_12,5454073.0,105422304976.0,114,5.56,46.6,77.2,2930419.0,59.5,1.2834445010178632e-05,19329.0968008679,0.0070921985815602835,0.001809656746435187,End The Horse Slaughter Age
Slovenia,44,5640,0.78,eci_table_12,2087946.0,53742159517.0,103,4.2,78.6,81.0,1144654.0,58.4,2.107334193508836e-05,25739.247814359183,0.007801418439716312,0.0027012192844067806,End The Horse Slaughter Age
Spain,193,41595,0.46,eci_table_12,47076781.0,1394116310769.0,94,13.96,88.9,83.3,37927409.0,57.5,4.099685575358264e-06,29613.67113798626,0.0046399807669191,0.0008835565881193109,End The Horse Slaughter Age
Sweden,70,14805,0.47,eci_table_12,10285453.0,530832908738.0,25,6.48,67.0,82.5,9021165.0,64.6,6.805728439962732e-06,51610.06605523354,0.004728132387706856,0.0014394115650521178,End The Horse Slaughter Age
Austria,1133,13395,8.46,eci_table_13,8877067.0,446314739528.0,109,4.67,85.1,81.6,5194416.0,60.7,0.00012763224610110523,50277.27508736838,0.08458379992534527,0.0015089443393859706,Connecting European capitals via high-speed train network
Belgium,1336,14805,9.02,eci_table_13,11484055.0,529606710418.0,383,5.59,79.7,81.6,11259082.0,53.6,0.00011633521434719705,46116.699233676605,0.09023978385680513,0.0012891787787501889,Connecting European capitals via high-speed train network
Bulgaria,492,11985,4.11,eci_table_13,6975761.0,86000000000.0,64,4.34,71.0,74.9,5256027.0,55.4,7.052993931414795e-05,12328.404026456756,0.04105131414267835,0.001718092119268421,Connecting European capitals via high-speed train network
Croatia,798,8460,9.43,eci_table_13,4067500.0,60415553039.0,73,6.93,67.9,78.1,2328318.0,51.2,0.00019618930547019053,14853.239837492318,0.09432624113475177,0.002079901659496005,Connecting European capitals via high-speed train network
Cyprus,33,4230,0.78,eci_table_13,1198575.0,24564647935.0,131,7.27,75.9,80.8,800708.0,63.1,2.753269507540204e-05,20494.87761299877,0.007801418439716312,0.003529190914210625,Connecting European capitals via high-speed train network
Czech Republic,506,14805,3.42,eci_table_13,10669709.0,246489245495.0,139,1.93,64.1,79.0,7887156.0,60.6,4.742397379347459e-05,23101.777704996453,0.03417764268828099,0.0013875729881667814,Connecting European capitals via high-speed train network
Denmark,793,9870,8.03,eci_table_13,5818553.0,348078018464.0,137,4.91,80.6,81.0,5119978.0,62.2,0.00013628818024000126,59822.092960913134,0.08034447821681864,0.0016962980314865225,Connecting European capitals via high-speed train network
Estonia,179,4935,3.63,eci_table_13,1331824.0,31386949981.0,31,5.11,69.6,78.2,916024.0,63.6,0.00013440214322613198,23566.890205462583,0.03627152988855117,0.003705444563245594,Connecting European capitals via high-speed train network
Finland,703,9870,7.12,eci_table_13,5520314.0,268761201365.0,18,6.59,88.2,81.7,4716888.0,59.1,0.00012734782840251478,48685.853986747854,0.07122593718338399,0.0017879417728774124,Connecting European capitals via high-speed train network
France,3532,55695,6.34,eci_table_13,67059887.0,2715518274227.0,119,8.43,65.6,82.5,54123364.0,55.1,5.266934016754308e-05,40493.9285720389,0.06341682377233145,0.0008305263025569965,Connecting European capitals via high-speed train network
Germany,7966,67680,11.77,eci_table_13,83132799.0,3845630030824.0,240,3.04,70.2,80.9,64324835.0,60.8,9.582258862714342e-05,46258.8782897109,0.11770094562647754,0.0008141191059860742,Connecting European capitals via high-speed train network
Greece,413,14805,2.79,eci_table_13,10716322.0,209852761469.0,81,17.24,136.6,81.3,8507474.0,51.8,3.8539342136229204e-05,19582.53601086268,0.027895981087470448,0.0013815374342055044,Connecting European capitals via high-speed train network
Hungary,1056,14805,7.13,eci_table_13,9769949.0,160967157504.0,107,3.4,48.5,75.8,6999582.0,56.5,0.00010808654170047356,16475.741838979917,0.07132725430597771,0.0015153610320790825,Connecting European capitals via high-speed train network
Republic of Ireland,718,9165,7.83,eci_table_13,5007069.0,388698711348.0,72,4.93,77.8,82.3,3133123.0,62.1,0.0001433972649468182,77629.9889911643,0.07834151663938899,0.0018304121632835497,Connecting European capitals via high-speed train network
Italy,2197,53580,4.1,eci_table_13,60297396.0,2001244392042.0,206,9.89,61.9,82.9,42651966.0,49.6,3.6436067653734165e-05,33189.56579886136,0.04100410600970512,0.0008885955871129162,Connecting European capitals via high-speed train network
Latvia,110,5640,1.95,eci_table_13,1912789.0,34117202555.0,30,6.52,88.1,74.7,1304943.0,61.4,5.750764982441869e-05,17836.364886560932,0.01950354609929078,0.0029485740455429217,Connecting European capitals via high-speed train network
Lithuania,320,7755,4.13,eci_table_13,2786844.0,54219315600.0,43,6.35,72.4,75.7,1891013.0,61.6,0.00011482522882515132,19455.45412660343,0.041263700838168924,0.0027827176548095266,Connecting European capitals via high-speed train network
Luxembourg,115,4230,2.72,eci_table_13,645397.0,71104919108.0,242,5.36,19.2,82.1,565488.0,59.3,0.0001781849001467314,110172.37314087298,0.027186761229314422,0.006554105457571077,Connecting European capitals via high-speed train network
Malta,27,4230,0.64,eci_table_13,502653.0,14786156563.0,1380,3.47,54.3,82.3,475902.0,56.5,5.3714988272227564e-05,29416.230606402427,0.006382978723404255,0.008415348162648984,Connecting European capitals via high-speed train network
Netherlands,7137,20445,34.91,eci_table_13,17332850.0,909070395161.0,508,3.2,85.0,81.8,15924729.0,63.6,0.0004117614818105505,52447.83143920359,0.3490829053558327,0.0011795521221264823,Connecting European capitals via high-speed train network
Poland,2593,36660,7.07,eci_table_13,37970874.0,592164400688.0,124,3.47,67.8,77.6,22796574.0,56.7,6.82891839676906e-05,15595.227033436207,0.07073104200763775,0.0009654768547071105,Connecting European capitals via high-speed train network
Portugal,1322,14805,8.93,eci_table_13,10269417.0,237686075635.0,111,6.33,63.9,81.3,6753579.0,58.8,0.0001287317478684525,23145.04081731222,0.08929415737926376,0.0014416592490109224,Connecting European capitals via high-speed train network
Romania,3503,23265,15.06,eci_table_13,19356544.0,250077444017.0,84,3.98,49.4,75.4,10468793.0,54.7,0.00018097238845942747,12919.529644186483,0.15056952503761015,0.0012019191029142393,Connecting European capitals via high-speed train network
Slovakia,452,9870,4.58,eci_table_13,5454073.0,105422304976.0,114,5.56,46.6,77.2,2930419.0,59.5,8.287384492286773e-05,19329.0968008679,0.04579533941236069,0.001809656746435187,Connecting European capitals via high-speed train network
Slovenia,712,5640,12.62,eci_table_13,2087946.0,53742159517.0,103,4.2,78.6,81.0,1144654.0,58.4,0.00034100498767688435,25739.247814359183,0.12624113475177304,0.0027012192844067806,Connecting European capitals via high-speed train network
Spain,1277,41595,3.07,eci_table_13,47076781.0,1394116310769.0,94,13.96,88.9,83.3,37927409.0,57.5,2.7125898858717633e-05,29613.67113798626,0.030700805385262653,0.0008835565881193109,Connecting European capitals via high-speed train network
Sweden,1259,14805,8.5,eci_table_13,10285453.0,530832908738.0,25,6.48,67.0,82.5,9021165.0,64.6,0.0001224058872273297,51610.06605523354,0.0850388382303276,0.0014394115650521178,Connecting European capitals via high-speed train network
Austria,9,13395,0.07,eci_table_14,8877067.0,446314739528.0,109,4.67,85.1,81.6,5194416.0,60.7,1.01384838032652e-06,50277.27508736838,0.0006718924972004479,0.0015089443393859706,Implementation of the concept of judicial precedent
Belgium,15,14805,0.1,eci_table_14,11484055.0,529606710418.0,383,5.59,79.7,81.6,11259082.0,53.6,1.3061588437185298e-06,46116.699233676605,0.0010131712259371835,0.0012891787787501889,Implementation of the concept of judicial precedent
Bulgaria,5,11985,0.04,eci_table_14,6975761.0,86000000000.0,64,4.34,71.0,74.9,5256027.0,55.4,7.167676759567881e-07,12328.404026456756,0.00041718815185648727,0.001718092119268421,Implementation of the concept of judicial precedent
Croatia,2,8460,0.02,eci_table_14,4067500.0,60415553039.0,73,6.93,67.9,78.1,2328318.0,51.2,4.917025199754149e-07,14853.239837492318,0.00023640661938534278,0.002079901659496005,Implementation of the concept of judicial precedent
Cyprus,2,4230,0.05,eci_table_14,1198575.0,24564647935.0,131,7.27,75.9,80.8,800708.0,63.1,1.6686481863880024e-06,20494.87761299877,0.00047281323877068556,0.003529190914210625,Implementation of the concept of judicial precedent
Czech Republic,2,14805,0.01,eci_table_14,10669709.0,246489245495.0,139,1.93,64.1,79.0,7887156.0,60.6,1.8744653673310115e-07,23101.777704996453,0.00013508949679162446,0.0013875729881667814,Implementation of the concept of judicial precedent
Denmark,3,9870,0.03,eci_table_14,5818553.0,348078018464.0,137,4.91,80.6,81.0,5119978.0,62.2,5.155921068348092e-07,59822.092960913134,0.00030395136778115504,0.0016962980314865225,Implementation of the concept of judicial precedent
Estonia,1,4935,0.02,eci_table_14,1331824.0,31386949981.0,31,5.11,69.6,78.2,916024.0,63.6,7.508499621571619e-07,23566.890205462583,0.00020263424518743666,0.003705444563245594,Implementation of the concept of judicial precedent
Finland,4,9870,0.04,eci_table_14,5520314.0,268761201365.0,18,6.59,88.2,81.7,4716888.0,59.1,7.245964631722036e-07,48685.853986747854,0.0004052684903748733,0.0017879417728774124,Implementation of the concept of judicial precedent
France,34,55695,0.06,eci_table_14,67059887.0,2715518274227.0,119,8.43,65.6,82.5,54123364.0,55.1,5.070095033115699e-07,40493.9285720389,0.0006104677260077206,0.0008305263025569965,Implementation of the concept of judicial precedent
Germany,42,67680,0.06,eci_table_14,83132799.0,3845630030824.0,240,3.04,70.2,80.9,64324835.0,60.8,5.052157572608616e-07,46258.8782897109,0.0006205673758865249,0.0008141191059860742,Implementation of the concept of judicial precedent
Greece,8,14805,0.05,eci_table_14,10716322.0,209852761469.0,81,17.24,136.6,81.3,8507474.0,51.8,7.465247871424543e-07,19582.53601086268,0.0005403579871664978,0.0013815374342055044,Implementation of the concept of judicial precedent
Hungary,13,14805,0.09,eci_table_14,9769949.0,160967157504.0,107,3.4,48.5,75.8,6999582.0,56.5,1.3306108353277995e-06,16475.741838979917,0.0008780817291455589,0.0015153610320790825,Implementation of the concept of judicial precedent
Republic of Ireland,6,9165,0.07,eci_table_14,5007069.0,388698711348.0,72,4.93,77.8,82.3,3133123.0,62.1,1.19830583521018e-06,77629.9889911643,0.0006546644844517185,0.0018304121632835497,Implementation of the concept of judicial precedent
Italy,35,53580,0.07,eci_table_14,60297396.0,2001244392042.0,206,9.89,61.9,82.9,42651966.0,49.6,5.804562439147455e-07,33189.56579886136,0.0006532288167226577,0.0008885955871129162,Implementation of the concept of judicial precedent
Latvia,1,5640,0.02,eci_table_14,1912789.0,34117202555.0,30,6.52,88.1,74.7,1304943.0,61.4,5.227968165856245e-07,17836.364886560932,0.0001773049645390071,0.0029485740455429217,Implementation of the concept of judicial precedent
Lithuania,1,7755,0.01,eci_table_14,2786844.0,54219315600.0,43,6.35,72.4,75.7,1891013.0,61.6,3.5882884007859785e-07,19455.45412660343,0.0001289490651192779,0.0027827176548095266,Implementation of the concept of judicial precedent
Luxembourg,0,4230,0.0,eci_table_14,645397.0,71104919108.0,242,5.36,19.2,82.1,565488.0,59.3,0.0,110172.37314087298,0.0,0.006554105457571077,Implementation of the concept of judicial precedent
Malta,1,4230,0.02,eci_table_14,502653.0,14786156563.0,1380,3.47,54.3,82.3,475902.0,56.5,1.9894440100825024e-06,29416.230606402427,0.00023640661938534278,0.008415348162648984,Implementation of the concept of judicial precedent
Netherlands,6,20445,0.03,eci_table_14,17332850.0,909070395161.0,508,3.2,85.0,81.8,15924729.0,63.6,3.461634987898701e-07,52447.83143920359,0.000293470286133529,0.0011795521221264823,Implementation of the concept of judicial precedent
