Country,Signatures,Threshold,Percentage,Petition_ID,Population,GDP,Population_Density,Unemployment_Rate,Tertiary_Enrollment,Life_Expectancy,Urban_Population,Labor_Participation,Signatures_Per_Capita,GDP_Per_Capita,Threshold_Ratio,Threshold_Per_Capita,Petition_Name
Netherlands,90413,20445,442.23,eci_table_05,17332850.0,909070395161.0,508,3.2,85.0,81.8,15924729.0,63.6,0.005216280069348087,52447.83143920359,4.422254830031792,0.0011795521221264823,Stop Destroying Videogames
Poland,143826,36660,392.32,eci_table_05,37970874.0,592164400688.0,124,3.47,67.8,77.6,22796574.0,56.7,0.0037877979843181906,15595.227033436207,3.923240589198036,0.0009654768547071105,Stop Destroying Videogames
Portugal,31585,14805,213.34,eci_table_05,10269417.0,237686075635.0,111,6.33,63.9,81.3,6753579.0,58.8,0.0030756371077345483,23145.04081731222,2.133400878081729,0.0014416592490109224,Stop Destroying Videogames
Romania,38221,23265,164.29,eci_table_05,19356544.0,250077444017.0,84,3.98,49.4,75.4,10468793.0,54.7,0.001974577693208044,12919.529644186483,1.6428540726413068,0.0012019191029142393,Stop Destroying Videogames
Slovakia,18628,9870,188.73,eci_table_05,5454073.0,105422304976.0,114,5.56,46.6,77.2,2930419.0,59.5,0.003415429166422965,19329.0968008679,1.8873353596757851,0.001809656746435187,Stop Destroying Videogames
Slovenia,6520,5640,115.6,eci_table_05,2087946.0,53742159517.0,103,4.2,78.6,81.0,1144654.0,58.4,0.0031226861231085476,25739.247814359183,1.1560283687943262,0.0027012192844067806,Stop Destroying Videogames
Spain,121616,41595,292.38,eci_table_05,47076781.0,1394116310769.0,94,13.96,88.9,83.3,37927409.0,57.5,0.0025833542017242002,29613.67113798626,2.9238129582882557,0.0008835565881193109,Stop Destroying Videogames
Sweden,71158,14805,480.63,eci_table_05,10285453.0,530832908738.0,25,6.48,67.0,82.5,9021165.0,64.6,0.006918314633298115,51610.06605523354,4.806349206349206,0.0014394115650521178,Stop Destroying Videogames
Austria,714,13395,5.33,eci_table_06,8877067.0,446314739528.0,109,4.67,85.1,81.6,5194416.0,60.7,8.043197150590393e-05,50277.27508736838,0.053303471444568866,0.0015089443393859706,Stop Cruelty Stop Slaughter
Belgium,564,14805,3.81,eci_table_06,11484055.0,529606710418.0,383,5.59,79.7,81.6,11259082.0,53.6,4.911157252381672e-05,46116.699233676605,0.0380952380952381,0.0012891787787501889,Stop Cruelty Stop Slaughter
Bulgaria,122,11985,1.02,eci_table_06,6975761.0,86000000000.0,64,4.34,71.0,74.9,5256027.0,55.4,1.748913129334563e-05,12328.404026456756,0.01017939090529829,0.001718092119268421,Stop Cruelty Stop Slaughter
Croatia,472,8460,5.58,eci_table_06,4067500.0,60415553039.0,73,6.93,67.9,78.1,2328318.0,51.2,0.00011604179471419791,14853.239837492318,0.055791962174940896,0.002079901659496005,Stop Cruelty Stop Slaughter
Cyprus,29,4230,0.69,eci_table_06,1198575.0,24564647935.0,131,7.27,75.9,80.8,800708.0,63.1,2.4195398702626034e-05,20494.87761299877,0.006855791962174941,0.003529190914210625,Stop Cruelty Stop Slaughter
Czech Republic,289,14805,1.95,eci_table_06,10669709.0,246489245495.0,139,1.93,64.1,79.0,7887156.0,60.6,2.7086024557933118e-05,23101.777704996453,0.019520432286389732,0.0013875729881667814,Stop Cruelty Stop Slaughter
Denmark,56088,9870,568.27,eci_table_06,5818553.0,348078018464.0,137,4.91,80.6,81.0,5119978.0,62.2,0.009639510029383595,59822.092960913134,5.682674772036474,0.0016962980314865225,Stop Cruelty Stop Slaughter
Estonia,74,4935,1.5,eci_table_06,1331824.0,31386949981.0,31,5.11,69.6,78.2,916024.0,63.6,5.556289719962998e-05,23566.890205462583,0.014994934143870315,0.003705444563245594,Stop Cruelty Stop Slaughter
Finland,48444,9870,490.82,eci_table_06,5520314.0,268761201365.0,18,6.59,88.2,81.7,4716888.0,59.1,0.008775587765478559,48685.853986747854,4.908206686930091,0.0017879417728774124,Stop Cruelty Stop Slaughter
France,230654,55695,414.14,eci_table_06,67059887.0,2715518274227.0,119,8.43,65.6,82.5,54123364.0,55.1,0.00343952264637726,40493.9285720389,4.141377143370141,0.0008305263025569965,Stop Cruelty Stop Slaughter
Germany,122277,67680,180.67,eci_table_06,83132799.0,3845630030824.0,240,3.04,70.2,80.9,64324835.0,60.8,0.00147086350358539,46258.8782897109,1.8066932624113474,0.0008141191059860742,Stop Cruelty Stop Slaughter
Greece,7144,14805,48.25,eci_table_06,10716322.0,209852761469.0,81,17.24,136.6,81.3,8507474.0,51.8,0.0006666466349182117,19582.53601086268,0.48253968253968255,0.0013815374342055044,Stop Cruelty Stop Slaughter
Hungary,302,14805,2.04,eci_table_06,9769949.0,160967157504.0,107,3.4,48.5,75.8,6999582.0,56.5,3.091111325146119e-05,16475.741838979917,0.02039851401553529,0.0015153610320790825,Stop Cruelty Stop Slaughter
Republic of Ireland,29923,9165,326.49,eci_table_06,5007069.0,388698711348.0,72,4.93,77.8,82.3,3133123.0,62.1,0.005976150917832369,77629.9889911643,3.264920894708129,0.0018304121632835497,Stop Cruelty Stop Slaughter
Italy,13910,53580,25.96,eci_table_06,60297396.0,2001244392042.0,206,9.89,61.9,82.9,42651966.0,49.6,0.0002306898957958317,33189.56579886136,0.25961179544606194,0.0008885955871129162,Stop Cruelty Stop Slaughter
Latvia,54,5640,0.96,eci_table_06,1912789.0,34117202555.0,30,6.52,88.1,74.7,1304943.0,61.4,2.823102809562372e-05,17836.364886560932,0.009574468085106383,0.0029485740455429217,Stop Cruelty Stop Slaughter
Lithuania,97,7755,1.25,eci_table_06,2786844.0,54219315600.0,43,6.35,72.4,75.7,1891013.0,61.6,3.480639748762399e-05,19455.45412660343,0.012508059316569954,0.0027827176548095266,Stop Cruelty Stop Slaughter
Luxembourg,1515,4230,35.82,eci_table_06,645397.0,71104919108.0,242,5.36,19.2,82.1,565488.0,59.3,0.002347392380193896,110172.37314087298,0.35815602836879434,0.006554105457571077,Stop Cruelty Stop Slaughter
Malta,193,4230,4.56,eci_table_06,502653.0,14786156563.0,1380,3.47,54.3,82.3,475902.0,56.5,0.0003839626939459229,29416.230606402427,0.04562647754137116,0.008415348162648984,Stop Cruelty Stop Slaughter
Netherlands,69235,20445,338.64,eci_table_06,17332850.0,909070395161.0,508,3.2,85.0,81.8,15924729.0,63.6,0.003994438306452776,52447.83143920359,3.3864025434091465,0.0011795521221264823,Stop Cruelty Stop Slaughter
Poland,1437,36660,3.92,eci_table_06,37970874.0,592164400688.0,124,3.47,67.8,77.6,22796574.0,56.7,3.7844796514296725e-05,15595.227033436207,0.039198036006546644,0.0009654768547071105,Stop Cruelty Stop Slaughter
Portugal,309,14805,2.09,eci_table_06,10269417.0,237686075635.0,111,6.33,63.9,81.3,6753579.0,58.8,3.0089341975303953e-05,23145.04081731222,0.020871327254305978,0.0014416592490109224,Stop Cruelty Stop Slaughter
Romania,901,23265,3.87,eci_table_06,19356544.0,250077444017.0,84,3.98,49.4,75.4,10468793.0,54.7,4.654756551582762e-05,12919.529644186483,0.03872770255748979,0.0012019191029142393,Stop Cruelty Stop Slaughter
Slovakia,2143,9870,21.71,eci_table_06,5454073.0,105422304976.0,114,5.56,46.6,77.2,2930419.0,59.5,0.00039291736652589726,19329.0968008679,0.2171225937183384,0.001809656746435187,Stop Cruelty Stop Slaughter
Slovenia,123,5640,2.18,eci_table_06,2087946.0,53742159517.0,103,4.2,78.6,81.0,1144654.0,58.4,5.890956950036064e-05,25739.247814359183,0.021808510638297873,0.0027012192844067806,Stop Cruelty Stop Slaughter
Spain,3014,41595,7.25,eci_table_06,47076781.0,1394116310769.0,94,13.96,88.9,83.3,37927409.0,57.5,6.402306903694201e-05,29613.67113798626,0.07246063228753456,0.0008835565881193109,Stop Cruelty Stop Slaughter
Sweden,341,14805,2.3,eci_table_06,10285453.0,530832908738.0,25,6.48,67.0,82.5,9021165.0,64.6,3.315361997181845e-05,51610.06605523354,0.02303275920297197,0.0014394115650521178,Stop Cruelty Stop Slaughter
Austria,352,13395,2.63,eci_table_07,8877067.0,446314739528.0,109,4.67,85.1,81.6,5194416.0,60.7,3.965273665277056e-05,50277.27508736838,0.02627846211272863,0.0015089443393859706,STOP FAKE FOOD: ORIGIN ON LABEL
Belgium,426,14805,2.88,eci_table_07,11484055.0,529606710418.0,383,5.59,79.7,81.6,11259082.0,53.6,3.709491116160624e-05,46116.699233676605,0.028774062816616007,0.0012891787787501889,STOP FAKE FOOD: ORIGIN ON LABEL
Bulgaria,185,11985,1.54,eci_table_07,6975761.0,86000000000.0,64,4.34,71.0,74.9,5256027.0,55.4,2.652040401040116e-05,12328.404026456756,0.01543596161869003,0.001718092119268421,STOP FAKE FOOD: ORIGIN ON LABEL
Croatia,217,8460,2.57,eci_table_07,4067500.0,60415553039.0,73,6.93,67.9,78.1,2328318.0,51.2,5.3349723417332515e-05,14853.239837492318,0.02565011820330969,0.002079901659496005,STOP FAKE FOOD: ORIGIN ON LABEL
Cyprus,63,4230,1.49,eci_table_07,1198575.0,24564647935.0,131,7.27,75.9,80.8,800708.0,63.1,5.256241787122208e-05,20494.87761299877,0.014893617021276596,0.003529190914210625,STOP FAKE FOOD: ORIGIN ON LABEL
Czech Republic,1235,14805,8.34,eci_table_07,10669709.0,246489245495.0,139,1.93,64.1,79.0,7887156.0,60.6,0.00011574823643268996,23101.777704996453,0.0834177642688281,0.0013875729881667814,STOP FAKE FOOD: ORIGIN ON LABEL
Denmark,141,9870,1.43,eci_table_07,5818553.0,348078018464.0,137,4.91,80.6,81.0,5119978.0,62.2,2.4232829021236036e-05,59822.092960913134,0.014285714285714285,0.0016962980314865225,STOP FAKE FOOD: ORIGIN ON LABEL
Estonia,35,4935,0.71,eci_table_07,1331824.0,31386949981.0,31,5.11,69.6,78.2,916024.0,63.6,2.6279748675500667e-05,23566.890205462583,0.0070921985815602835,0.003705444563245594,STOP FAKE FOOD: ORIGIN ON LABEL
Finland,385,9870,3.9,eci_table_07,5520314.0,268761201365.0,18,6.59,88.2,81.7,4716888.0,59.1,6.97424095803246e-05,48685.853986747854,0.03900709219858156,0.0017879417728774124,STOP FAKE FOOD: ORIGIN ON LABEL
France,1654,55695,2.97,eci_table_07,67059887.0,2715518274227.0,119,8.43,65.6,82.5,54123364.0,55.1,2.4664521131686367e-05,40493.9285720389,0.02969745937696382,0.0008305263025569965,STOP FAKE FOOD: ORIGIN ON LABEL
Germany,1583,67680,2.34,eci_table_07,83132799.0,3845630030824.0,240,3.04,70.2,80.9,64324835.0,60.8,1.9041822470093902e-05,46258.8782897109,0.02338947990543735,0.0008141191059860742,STOP FAKE FOOD: ORIGIN ON LABEL
Greece,251,14805,1.7,eci_table_07,10716322.0,209852761469.0,81,17.24,136.6,81.3,8507474.0,51.8,2.3422215196594502e-05,19582.53601086268,0.016953731847348868,0.0013815374342055044,STOP FAKE FOOD: ORIGIN ON LABEL
Hungary,185,14805,1.25,eci_table_07,9769949.0,160967157504.0,107,3.4,48.5,75.8,6999582.0,56.5,1.8935615733510993e-05,16475.741838979917,0.012495778453225262,0.0015153610320790825,STOP FAKE FOOD: ORIGIN ON LABEL
Republic of Ireland,216,9165,2.36,eci_table_07,5007069.0,388698711348.0,72,4.93,77.8,82.3,3133123.0,62.1,4.313901006756647e-05,77629.9889911643,0.023567921440261867,0.0018304121632835497,STOP FAKE FOOD: ORIGIN ON LABEL
Italy,841188,53580,1569.97,eci_table_07,60297396.0,2001244392042.0,206,9.89,61.9,82.9,42651966.0,49.6,0.01395065219731877,33189.56579886136,15.6996640537514,0.0008885955871129162,STOP FAKE FOOD: ORIGIN ON LABEL
Latvia,85,5640,1.51,eci_table_07,1912789.0,34117202555.0,30,6.52,88.1,74.7,1304943.0,61.4,4.4437729409778076e-05,17836.364886560932,0.015070921985815602,0.0029485740455429217,STOP FAKE FOOD: ORIGIN ON LABEL
Lithuania,91,7755,1.17,eci_table_07,2786844.0,54219315600.0,43,6.35,72.4,75.7,1891013.0,61.6,3.265342444715241e-05,19455.45412660343,0.011734364925854288,0.0027827176548095266,STOP FAKE FOOD: ORIGIN ON LABEL
Luxembourg,49,4230,1.16,eci_table_07,645397.0,71104919108.0,242,5.36,19.2,82.1,565488.0,59.3,7.592226180165076e-05,110172.37314087298,0.011583924349881796,0.006554105457571077,STOP FAKE FOOD: ORIGIN ON LABEL
Malta,19,4230,0.45,eci_table_07,502653.0,14786156563.0,1380,3.47,54.3,82.3,475902.0,56.5,3.779943619156754e-05,29416.230606402427,0.004491725768321513,0.008415348162648984,STOP FAKE FOOD: ORIGIN ON LABEL
Netherlands,503,20445,2.46,eci_table_07,17332850.0,909070395161.0,508,3.2,85.0,81.8,15924729.0,63.6,2.902003998188411e-05,52447.83143920359,0.024602592320860848,0.0011795521221264823,STOP FAKE FOOD: ORIGIN ON LABEL
Poland,766,36660,2.09,eci_table_07,37970874.0,592164400688.0,124,3.47,67.8,77.6,22796574.0,56.7,2.0173357084169303e-05,15595.227033436207,0.02089470812875068,0.0009654768547071105,STOP FAKE FOOD: ORIGIN ON LABEL
Portugal,292,14805,1.97,eci_table_07,10269417.0,237686075635.0,111,6.33,63.9,81.3,6753579.0,58.8,2.8433941284106002e-05,23145.04081731222,0.01972306653157717,0.0014416592490109224,STOP FAKE FOOD: ORIGIN ON LABEL
Romania,503,23265,2.16,eci_table_07,19356544.0,250077444017.0,84,3.98,49.4,75.4,10468793.0,54.7,2.5986043789635175e-05,12919.529644186483,0.02162045991833226,0.0012019191029142393,STOP FAKE FOOD: ORIGIN ON LABEL
Slovakia,5214,9870,52.83,eci_table_07,5454073.0,105422304976.0,114,5.56,46.6,77.2,2930419.0,59.5,0.0009559828040438769,19329.0968008679,0.5282674772036474,0.001809656746435187,STOP FAKE FOOD: ORIGIN ON LABEL
Slovenia,179,5640,3.17,eci_table_07,2087946.0,53742159517.0,103,4.2,78.6,81.0,1144654.0,58.4,8.573018650865492e-05,25739.247814359183,0.03173758865248227,0.0027012192844067806,STOP FAKE FOOD: ORIGIN ON LABEL
Spain,12356,41595,29.71,eci_table_07,47076781.0,1394116310769.0,94,13.96,88.9,83.3,37927409.0,57.5,0.0002624648443996203,29613.67113798626,0.2970549344873182,0.0008835565881193109,STOP FAKE FOOD: ORIGIN ON LABEL
Sweden,414,14805,2.8,eci_table_07,10285453.0,530832908738.0,25,6.48,67.0,82.5,9021165.0,64.6,4.025102248777959e-05,51610.06605523354,0.02796352583586626,0.0014394115650521178,STOP FAKE FOOD: ORIGIN ON LABEL
Austria,177,13395,1.32,eci_table_08,8877067.0,446314739528.0,109,4.67,85.1,81.6,5194416.0,60.7,1.993901814642156e-05,50277.27508736838,0.013213885778275475,0.0015089443393859706,Water-Smart and Resilient Europe
Belgium,217,14805,1.47,eci_table_08,11484055.0,529606710418.0,383,5.59,79.7,81.6,11259082.0,53.6,1.889576460579473e-05,46116.699233676605,0.014657210401891253,0.0012891787787501889,Water-Smart and Resilient Europe
Bulgaria,50,11985,0.42,eci_table_08,6975761.0,86000000000.0,64,4.34,71.0,74.9,5256027.0,55.4,7.167676759567881e-06,12328.404026456756,0.004171881518564873,0.001718092119268421,Water-Smart and Resilient Europe
Croatia,64,8460,0.76,eci_table_08,4067500.0,60415553039.0,73,6.93,67.9,78.1,2328318.0,51.2,1.5734480639213277e-05,14853.239837492318,0.007565011820330969,0.002079901659496005,Water-Smart and Resilient Europe
Cyprus,20,4230,0.47,eci_table_08,1198575.0,24564647935.0,131,7.27,75.9,80.8,800708.0,63.1,1.6686481863880024e-05,20494.87761299877,0.004728132387706856,0.003529190914210625,Water-Smart and Resilient Europe
Czech Republic,44,14805,0.3,eci_table_08,10669709.0,246489245495.0,139,1.93,64.1,79.0,7887156.0,60.6,4.123823808128226e-06,23101.777704996453,0.002971968929415738,0.0013875729881667814,Water-Smart and Resilient Europe
Denmark,43,9870,0.44,eci_table_08,5818553.0,348078018464.0,137,4.91,80.6,81.0,5119978.0,62.2,7.390153531298933e-06,59822.092960913134,0.0043566362715298885,0.0016962980314865225,Water-Smart and Resilient Europe
Estonia,10,4935,0.2,eci_table_08,1331824.0,31386949981.0,31,5.11,69.6,78.2,916024.0,63.6,7.508499621571619e-06,23566.890205462583,0.002026342451874367,0.003705444563245594,Water-Smart and Resilient Europe
Finland,118,9870,1.2,eci_table_08,5520314.0,268761201365.0,18,6.59,88.2,81.7,4716888.0,59.1,2.1375595663580006e-05,48685.853986747854,0.011955420466058764,0.0017879417728774124,Water-Smart and Resilient Europe
France,663,55695,1.19,eci_table_08,67059887.0,2715518274227.0,119,8.43,65.6,82.5,54123364.0,55.1,9.886685314575613e-06,40493.9285720389,0.011904120657150552,0.0008305263025569965,Water-Smart and Resilient Europe
Germany,769,67680,1.14,eci_table_08,83132799.0,3845630030824.0,240,3.04,70.2,80.9,64324835.0,60.8,9.250259936514348e-06,46258.8782897109,0.011362293144208039,0.0008141191059860742,Water-Smart and Resilient Europe
Greece,84,14805,0.57,eci_table_08,10716322.0,209852761469.0,81,17.24,136.6,81.3,8507474.0,51.8,7.83851026499577e-06,19582.53601086268,0.005673758865248227,0.0013815374342055044,Water-Smart and Resilient Europe
Hungary,106,14805,0.72,eci_table_08,9769949.0,160967157504.0,107,3.4,48.5,75.8,6999582.0,56.5,1.0849596041903597e-05,16475.741838979917,0.007159743329956096,0.0015153610320790825,Water-Smart and Resilient Europe
Republic of Ireland,68,9165,0.74,eci_table_08,5007069.0,388698711348.0,72,4.93,77.8,82.3,3133123.0,62.1,1.3580799465715372e-05,77629.9889911643,0.007419530823786143,0.0018304121632835497,Water-Smart and Resilient Europe
Italy,745,53580,1.39,eci_table_08,60297396.0,2001244392042.0,206,9.89,61.9,82.9,42651966.0,49.6,1.2355425763328154e-05,33189.56579886136,0.013904441955953714,0.0008885955871129162,Water-Smart and Resilient Europe
Latvia,13,5640,0.23,eci_table_08,1912789.0,34117202555.0,30,6.52,88.1,74.7,1304943.0,61.4,6.796358615613118e-06,17836.364886560932,0.002304964539007092,0.0029485740455429217,Water-Smart and Resilient Europe
Lithuania,19,7755,0.25,eci_table_08,2786844.0,54219315600.0,43,6.35,72.4,75.7,1891013.0,61.6,6.817747961493359e-06,19455.45412660343,0.00245003223726628,0.0027827176548095266,Water-Smart and Resilient Europe
Luxembourg,48,4230,1.13,eci_table_08,645397.0,71104919108.0,242,5.36,19.2,82.1,565488.0,59.3,7.437282788733136e-05,110172.37314087298,0.011347517730496455,0.006554105457571077,Water-Smart and Resilient Europe
Malta,2,4230,0.05,eci_table_08,502653.0,14786156563.0,1380,3.47,54.3,82.3,475902.0,56.5,3.978888020165005e-06,29416.230606402427,0.00047281323877068556,0.008415348162648984,Water-Smart and Resilient Europe
Netherlands,175,20445,0.86,eci_table_08,17332850.0,909070395161.0,508,3.2,85.0,81.8,15924729.0,63.6,1.0096435381371212e-05,52447.83143920359,0.008559550012227928,0.0011795521221264823,Water-Smart and Resilient Europe
Poland,260,36660,0.71,eci_table_08,37970874.0,592164400688.0,124,3.47,67.8,77.6,22796574.0,56.7,6.847353579483053e-06,15595.227033436207,0.0070921985815602835,0.0009654768547071105,Water-Smart and Resilient Europe
Portugal,106,14805,0.72,eci_table_08,10269417.0,237686075635.0,111,6.33,63.9,81.3,6753579.0,58.8,1.0321910192175466e-05,23145.04081731222,0.007159743329956096,0.0014416592490109224,Water-Smart and Resilient Europe
Romania,122,23265,0.52,eci_table_08,19356544.0,250077444017.0,84,3.98,49.4,75.4,10468793.0,54.7,6.302778016571553e-06,12919.529644186483,0.005243928648183968,0.0012019191029142393,Water-Smart and Resilient Europe
Slovakia,40,9870,0.41,eci_table_08,5454073.0,105422304976.0,114,5.56,46.6,77.2,2930419.0,59.5,7.3339685772449325e-06,19329.0968008679,0.004052684903748734,0.001809656746435187,Water-Smart and Resilient Europe
Slovenia,43,5640,0.76,eci_table_08,2087946.0,53742159517.0,103,4.2,78.6,81.0,1144654.0,58.4,2.0594402345654535e-05,25739.247814359183,0.007624113475177305,0.0027012192844067806,Water-Smart and Resilient Europe
Spain,316,41595,0.76,eci_table_08,47076781.0,1394116310769.0,94,13.96,88.9,83.3,37927409.0,57.5,6.712438558617676e-06,29613.67113798626,0.00759706695516288,0.0008835565881193109,Water-Smart and Resilient Europe
Sweden,120,14805,0.81,eci_table_08,10285453.0,530832908738.0,25,6.48,67.0,82.5,9021165.0,64.6,1.1666963039936112e-05,51610.06605523354,0.008105369807497468,0.0014394115650521178,Water-Smart and Resilient Europe
Austria,1139,13395,8.5,eci_table_09,8877067.0,446314739528.0,109,4.67,85.1,81.6,5194416.0,60.7,0.00012830814502132293,50277.27508736838,0.08503172825681224,0.0015089443393859706,PsychedeliCare
Belgium,2993,14805,20.22,eci_table_09,11484055.0,529606710418.0,383,5.59,79.7,81.6,11259082.0,53.6,0.00026062222794997065,46116.699233676605,0.20216143194866598,0.0012891787787501889,PsychedeliCare
Bulgaria,197,11985,1.64,eci_table_09,6975761.0,86000000000.0,64,4.34,71.0,74.9,5256027.0,55.4,2.824064643269745e-05,12328.404026456756,0.0164372131831456,0.001718092119268421,PsychedeliCare
Croatia,1115,8460,13.18,eci_table_09,4067500.0,60415553039.0,73,6.93,67.9,78.1,2328318.0,51.2,0.0002741241548862938,14853.239837492318,0.1317966903073286,0.002079901659496005,PsychedeliCare
Cyprus,53,4230,1.25,eci_table_09,1198575.0,24564647935.0,131,7.27,75.9,80.8,800708.0,63.1,4.4219176939282065e-05,20494.87761299877,0.012529550827423169,0.003529190914210625,PsychedeliCare
Czech Republic,547,14805,3.69,eci_table_09,10669709.0,246489245495.0,139,1.93,64.1,79.0,7887156.0,60.6,5.1266627796503165e-05,23101.777704996453,0.036946977372509286,0.0013875729881667814,PsychedeliCare
Denmark,882,9870,8.94,eci_table_09,5818553.0,348078018464.0,137,4.91,80.6,81.0,5119978.0,62.2,0.00015158407940943393,59822.092960913134,0.08936170212765958,0.0016962980314865225,PsychedeliCare
Estonia,789,4935,15.99,eci_table_09,1331824.0,31386949981.0,31,5.11,69.6,78.2,916024.0,63.6,0.0005924206201420008,23566.890205462583,0.15987841945288753,0.003705444563245594,PsychedeliCare
Finland,909,9870,9.21,eci_table_09,5520314.0,268761201365.0,18,6.59,88.2,81.7,4716888.0,59.1,0.00016466454625588327,48685.853986747854,0.09209726443768997,0.0017879417728774124,PsychedeliCare
France,28671,55695,51.48,eci_table_09,67059887.0,2715518274227.0,119,8.43,65.6,82.5,54123364.0,55.1,0.0004275432196895888,40493.9285720389,0.5147858874225694,0.0008305263025569965,PsychedeliCare
Germany,4800,67680,7.09,eci_table_09,83132799.0,3845630030824.0,240,3.04,70.2,80.9,64324835.0,60.8,5.7738943686955614e-05,46258.8782897109,0.07092198581560284,0.0008141191059860742,PsychedeliCare
Greece,880,14805,5.94,eci_table_09,10716322.0,209852761469.0,81,17.24,136.6,81.3,8507474.0,51.8,8.211772658566997e-05,19582.53601086268,0.05943937858831476,0.0013815374342055044,PsychedeliCare
Hungary,662,14805,4.47,eci_table_09,9769949.0,160967157504.0,107,3.4,48.5,75.8,6999582.0,56.5,6.775879792207718e-05,16475.741838979917,0.04471462343802769,0.0015153610320790825,PsychedeliCare
Republic of Ireland,1304,9165,14.23,eci_table_09,5007069.0,388698711348.0,72,4.93,77.8,82.3,3133123.0,62.1,0.00026043180151901244,77629.9889911643,0.14228041462084015,0.0018304121632835497,PsychedeliCare
Italy,11485,53580,21.44,eci_table_09,60297396.0,2001244392042.0,206,9.89,61.9,82.9,42651966.0,49.6,0.00019047257032459578,33189.56579886136,0.21435237028742068,0.0008885955871129162,PsychedeliCare
Latvia,312,5640,5.53,eci_table_09,1912789.0,34117202555.0,30,6.52,88.1,74.7,1304943.0,61.4,0.00016311260677471482,17836.364886560932,0.05531914893617021,0.0029485740455429217,PsychedeliCare
Lithuania,497,7755,6.41,eci_table_09,2786844.0,54219315600.0,43,6.35,72.4,75.7,1891013.0,61.6,0.00017833793351906314,19455.45412660343,0.06408768536428111,0.0027827176548095266,PsychedeliCare
Luxembourg,305,4230,7.21,eci_table_09,645397.0,71104919108.0,242,5.36,19.2,82.1,565488.0,59.3,0.00047257734386741806,110172.37314087298,0.07210401891252956,0.006554105457571077,PsychedeliCare
Malta,163,4230,3.85,eci_table_09,502653.0,14786156563.0,1380,3.47,54.3,82.3,475902.0,56.5,0.00032427937364344785,29416.230606402427,0.038534278959810875,0.008415348162648984,PsychedeliCare
Netherlands,1207,20445,5.9,eci_table_09,17332850.0,909070395161.0,508,3.2,85.0,81.8,15924729.0,63.6,6.963655717322887e-05,52447.83143920359,0.05903643922719491,0.0011795521221264823,PsychedeliCare
Poland,6790,36660,18.52,eci_table_09,37970874.0,592164400688.0,124,3.47,67.8,77.6,22796574.0,56.7,0.0001788212723257305,15595.227033436207,0.18521549372613202,0.0009654768547071105,PsychedeliCare
Portugal,1373,14805,9.27,eci_table_09,10269417.0,237686075635.0,111,6.33,63.9,81.3,6753579.0,58.8,0.00013369794994204636,23145.04081731222,0.09273893954745019,0.0014416592490109224,PsychedeliCare
Romania,813,23265,3.49,eci_table_09,19356544.0,250077444017.0,84,3.98,49.4,75.4,10468793.0,54.7,4.2001299405513714e-05,12919.529644186483,0.03494519664732431,0.0012019191029142393,PsychedeliCare
Slovakia,331,9870,3.35,eci_table_09,5454073.0,105422304976.0,114,5.56,46.6,77.2,2930419.0,59.5,6.0688589976701816e-05,19329.0968008679,0.03353596757852077,0.001809656746435187,PsychedeliCare
Slovenia,528,5640,9.36,eci_table_09,2087946.0,53742159517.0,103,4.2,78.6,81.0,1144654.0,58.4,0.0002528801032210603,25739.247814359183,0.09361702127659574,0.0027012192844067806,PsychedeliCare
Spain,4103,41595,9.86,eci_table_09,47076781.0,1394116310769.0,94,13.96,88.9,83.3,37927409.0,57.5,8.715549179116559e-05,29613.67113798626,0.09864166366149778,0.0008835565881193109,PsychedeliCare
Sweden,1168,14805,7.89,eci_table_09,10285453.0,530832908738.0,25,6.48,67.0,82.5,9021165.0,64.6,0.00011355844025537816,51610.06605523354,0.07889226612630867,0.0014394115650521178,PsychedeliCare
Austria,200,13395,1.49,eci_table_10,8877067.0,446314739528.0,109,4.67,85.1,81.6,5194416.0,60.7,2.2529964007256e-05,50277.27508736838,0.014930944382232176,0.0015089443393859706,Stop torture and inhuman treatment at Europe’s borders
Belgium,253,14805,1.71,eci_table_10,11484055.0,529606710418.0,383,5.59,79.7,81.6,11259082.0,53.6,2.2030545830719203e-05,46116.699233676605,0.017088821344140494,0.0012891787787501889,Stop torture and inhuman treatment at Europe’s borders
Bulgaria,36,11985,0.3,eci_table_10,6975761.0,86000000000.0,64,4.34,71.0,74.9,5256027.0,55.4,5.160727266888874e-06,12328.404026456756,0.003003754693366708,0.001718092119268421,Stop torture and inhuman treatment at Europe’s borders
Croatia,44,8460,0.52,eci_table_10,4067500.0,60415553039.0,73,6.93,67.9,78.1,2328318.0,51.2,1.0817455439459127e-05,14853.239837492318,0.005200945626477541,0.002079901659496005,Stop torture and inhuman treatment at Europe’s borders
Cyprus,1,4230,0.02,eci_table_10,1198575.0,24564647935.0,131,7.27,75.9,80.8,800708.0,63.1,8.343240931940012e-07,20494.87761299877,0.00023640661938534278,0.003529190914210625,Stop torture and inhuman treatment at Europe’s borders
Czech Republic,17,14805,0.11,eci_table_10,10669709.0,246489245495.0,139,1.93,64.1,79.0,7887156.0,60.6,1.59329556223136e-06,23101.777704996453,0.001148260722728808,0.0013875729881667814,Stop torture and inhuman treatment at Europe’s borders
Denmark,65,9870,0.66,eci_table_10,5818553.0,348078018464.0,137,4.91,80.6,81.0,5119978.0,62.2,1.1171162314754201e-05,59822.092960913134,0.006585612968591692,0.0016962980314865225,Stop torture and inhuman treatment at Europe’s borders
