Petition_ID,Petition_Name,Country,Genre,Year,Total_Signatures,Successful,Signatures,Signatures_Per_Capita,Population,Population_Density,GDP_Per_Capita,Unemployment,Tertiary_Enrollment,Life_Expectancy,Media_Literacy_Index,Governance,Social_Capital,Personal_Freedom,Education
eci_table_06,Stop Cruelty Stop Slaughter,France,Animal Welfare,2024,590368,False,230654,0.0034395226463772,67059887.0,119,40493.9285720389,8.43,65.6,82.5,57,77.24,60.6,79.06,81.27
eci_table_06,Stop Cruelty Stop Slaughter,Germany,Animal Welfare,2024,590368,False,122277,0.0014708635035853,83132799.0,240,46258.8782897109,3.04,70.2,80.9,61,84.39,65.96,87.7,83.45
eci_table_06,Stop Cruelty Stop Slaughter,Greece,Animal Welfare,2024,590368,False,7144,0.0006666466349182,10716322.0,81,19582.53601086268,17.24,136.6,81.3,38,60.81,52.31,73.3,79.34
eci_table_06,Stop Cruelty Stop Slaughter,Hungary,Animal Welfare,2024,590368,False,302,3.091111325146119e-05,9769949.0,107,16475.741838979917,3.4,48.5,75.8,41,45.75,59.51,60.36,77.34
eci_table_06,Stop Cruelty Stop Slaughter,Republic of Ireland,Animal Welfare,2024,590368,False,29923,0.0059761509178323,5007069.0,72,77629.9889911643,4.93,77.8,82.3,70,81.72,67.73,88.59,85.0
eci_table_06,Stop Cruelty Stop Slaughter,Italy,Animal Welfare,2024,590368,False,13910,0.0002306898957958,60297396.0,206,33189.56579886136,9.89,61.9,82.9,47,62.33,60.97,78.44,80.0
eci_table_06,Stop Cruelty Stop Slaughter,Latvia,Animal Welfare,2024,590368,False,54,2.823102809562372e-05,1912789.0,30,17836.364886560932,6.52,88.1,74.7,55,68.82,55.06,81.39,81.36
eci_table_06,Stop Cruelty Stop Slaughter,Lithuania,Animal Welfare,2024,590368,False,97,3.480639748762399e-05,2786844.0,43,19455.45412660343,6.35,72.4,75.7,54,72.57,47.26,79.62,81.8
eci_table_06,Stop Cruelty Stop Slaughter,Luxembourg,Animal Welfare,2024,590368,False,1515,0.0023473923801938,645397.0,242,110172.37314087298,5.36,19.2,82.1,53,86.31,66.6,89.2,78.79
eci_table_06,Stop Cruelty Stop Slaughter,Malta,Animal Welfare,2024,590368,False,193,0.0003839626939459,502653.0,1380,29416.230606402427,3.47,54.3,82.3,45,70.26,68.19,81.05,78.33
eci_table_06,Stop Cruelty Stop Slaughter,Netherlands,Animal Welfare,2024,590368,False,69235,0.0039944383064527,17332850.0,508,52447.83143920359,3.2,85.0,81.8,64,87.34,74.03,90.08,86.43
eci_table_06,Stop Cruelty Stop Slaughter,Poland,Animal Welfare,2024,590368,False,1437,3.784479651429673e-05,37970874.0,124,15595.227033436207,3.47,67.8,77.6,53,58.03,63.27,67.09,78.63
eci_table_06,Stop Cruelty Stop Slaughter,Portugal,Animal Welfare,2024,590368,False,309,3.0089341975303956e-05,10269417.0,111,23145.04081731222,6.33,63.9,81.3,60,73.19,62.92,85.78,77.64
eci_table_06,Stop Cruelty Stop Slaughter,Romania,Animal Welfare,2024,590368,False,901,4.654756551582762e-05,19356544.0,84,12919.529644186485,3.98,49.4,75.4,32,57.11,49.96,73.56,70.47
eci_table_06,Stop Cruelty Stop Slaughter,Slovakia,Animal Welfare,2024,590368,False,2143,0.0003929173665258,5454073.0,114,19329.0968008679,5.56,46.6,77.2,48,61.93,61.15,78.6,72.75
eci_table_06,Stop Cruelty Stop Slaughter,Slovenia,Animal Welfare,2024,590368,False,123,5.890956950036064e-05,2087946.0,103,25739.247814359183,4.2,78.6,81.0,55,63.66,62.69,75.8,81.8
eci_table_06,Stop Cruelty Stop Slaughter,Spain,Animal Welfare,2024,590368,False,3014,6.402306903694201e-05,47076781.0,94,29613.67113798626,13.96,88.9,83.3,58,72.48,69.27,83.65,80.98
eci_table_06,Stop Cruelty Stop Slaughter,Sweden,Animal Welfare,2024,590368,False,341,3.315361997181845e-05,10285453.0,25,51610.06605523354,6.48,67.0,82.5,71,86.41,78.29,91.9,85.92
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Austria,Agriculture,2024,868587,False,352,3.965273665277056e-05,8877067.0,109,50277.27508736838,4.67,85.1,81.6,59,81.19,67.94,85.99,81.93
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Belgium,Agriculture,2024,868587,False,426,3.709491116160624e-05,11484055.0,383,46116.699233676605,5.59,79.7,81.6,61,80.31,64.55,87.7,84.79
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Bulgaria,Agriculture,2024,868587,False,185,2.652040401040116e-05,6975761.0,64,12328.404026456756,4.34,71.0,74.9,31,53.12,54.62,68.31,72.79
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Croatia,Agriculture,2024,868587,False,217,5.334972341733252e-05,4067500.0,73,14853.239837492318,6.93,67.9,78.1,45,56.15,52.19,75.16,73.54
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Cyprus,Agriculture,2024,868587,False,63,5.256241787122208e-05,1198575.0,131,20494.87761299877,7.27,75.9,80.8,39,65.69,56.86,78.31,79.14
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Czech Republic,Agriculture,2024,868587,False,1235,0.0001157482364326,10669709.0,139,23101.777704996453,1.93,64.1,79.0,58,68.72,61.62,82.53,80.66
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Denmark,Agriculture,2024,868587,False,141,2.423282902123604e-05,5818553.0,137,59822.092960913134,4.91,80.6,81.0,73,89.45,82.56,94.09,87.48
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Estonia,Agriculture,2024,868587,False,35,2.6279748675500667e-05,1331824.0,31,23566.890205462583,5.11,69.6,78.2,71,79.03,61.94,87.2,82.19
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Finland,Agriculture,2024,868587,False,385,6.97424095803246e-05,5520314.0,18,48685.853986747854,6.59,88.2,81.7,74,90.41,77.27,91.96,88.38
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,France,Agriculture,2024,868587,False,1654,2.4664521131686367e-05,67059887.0,119,40493.9285720389,8.43,65.6,82.5,57,77.24,60.6,79.06,81.27
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Germany,Agriculture,2024,868587,False,1583,1.9041822470093905e-05,83132799.0,240,46258.8782897109,3.04,70.2,80.9,61,84.39,65.96,87.7,83.45
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Greece,Agriculture,2024,868587,False,251,2.3422215196594502e-05,10716322.0,81,19582.53601086268,17.24,136.6,81.3,38,60.81,52.31,73.3,79.34
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Hungary,Agriculture,2024,868587,False,185,1.8935615733510996e-05,9769949.0,107,16475.741838979917,3.4,48.5,75.8,41,45.75,59.51,60.36,77.34
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Republic of Ireland,Agriculture,2024,868587,False,216,4.313901006756647e-05,5007069.0,72,77629.9889911643,4.93,77.8,82.3,70,81.72,67.73,88.59,85.0
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Italy,Agriculture,2024,868587,False,841188,0.0139506521973187,60297396.0,206,33189.56579886136,9.89,61.9,82.9,47,62.33,60.97,78.44,80.0
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Latvia,Agriculture,2024,868587,False,85,4.443772940977808e-05,1912789.0,30,17836.364886560932,6.52,88.1,74.7,55,68.82,55.06,81.39,81.36
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Lithuania,Agriculture,2024,868587,False,91,3.265342444715241e-05,2786844.0,43,19455.45412660343,6.35,72.4,75.7,54,72.57,47.26,79.62,81.8
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Luxembourg,Agriculture,2024,868587,False,49,7.592226180165076e-05,645397.0,242,110172.37314087298,5.36,19.2,82.1,53,86.31,66.6,89.2,78.79
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Malta,Agriculture,2024,868587,False,19,3.779943619156754e-05,502653.0,1380,29416.230606402427,3.47,54.3,82.3,45,70.26,68.19,81.05,78.33
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Netherlands,Agriculture,2024,868587,False,503,2.902003998188411e-05,17332850.0,508,52447.83143920359,3.2,85.0,81.8,64,87.34,74.03,90.08,86.43
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Poland,Agriculture,2024,868587,False,766,2.0173357084169303e-05,37970874.0,124,15595.227033436207,3.47,67.8,77.6,53,58.03,63.27,67.09,78.63
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Portugal,Agriculture,2024,868587,False,292,2.8433941284106e-05,10269417.0,111,23145.04081731222,6.33,63.9,81.3,60,73.19,62.92,85.78,77.64
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Romania,Agriculture,2024,868587,False,503,2.598604378963517e-05,19356544.0,84,12919.529644186485,3.98,49.4,75.4,32,57.11,49.96,73.56,70.47
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Slovakia,Agriculture,2024,868587,False,5214,0.0009559828040438,5454073.0,114,19329.0968008679,5.56,46.6,77.2,48,61.93,61.15,78.6,72.75
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Slovenia,Agriculture,2024,868587,False,179,8.573018650865492e-05,2087946.0,103,25739.247814359183,4.2,78.6,81.0,55,63.66,62.69,75.8,81.8
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Spain,Agriculture,2024,868587,False,12356,0.0002624648443996,47076781.0,94,29613.67113798626,13.96,88.9,83.3,58,72.48,69.27,83.65,80.98
eci_table_07,STOP FAKE FOOD: ORIGIN ON LABEL,Sweden,Agriculture,2024,868587,False,414,4.025102248777959e-05,10285453.0,25,51610.06605523354,6.48,67.0,82.5,71,86.41,78.29,91.9,85.92
eci_table_08,Water-Smart and Resilient Europe,Austria,Environment,2024,4442,False,177,1.993901814642156e-05,8877067.0,109,50277.27508736838,4.67,85.1,81.6,59,81.19,67.94,85.99,81.93
eci_table_08,Water-Smart and Resilient Europe,Belgium,Environment,2024,4442,False,217,1.889576460579473e-05,11484055.0,383,46116.699233676605,5.59,79.7,81.6,61,80.31,64.55,87.7,84.79
eci_table_08,Water-Smart and Resilient Europe,Bulgaria,Environment,2024,4442,False,50,7.167676759567881e-06,6975761.0,64,12328.404026456756,4.34,71.0,74.9,31,53.12,54.62,68.31,72.79
eci_table_08,Water-Smart and Resilient Europe,Croatia,Environment,2024,4442,False,64,1.5734480639213277e-05,4067500.0,73,14853.239837492318,6.93,67.9,78.1,45,56.15,52.19,75.16,73.54
eci_table_08,Water-Smart and Resilient Europe,Cyprus,Environment,2024,4442,False,20,1.6686481863880024e-05,1198575.0,131,20494.87761299877,7.27,75.9,80.8,39,65.69,56.86,78.31,79.14
eci_table_08,Water-Smart and Resilient Europe,Czech Republic,Environment,2024,4442,False,44,4.123823808128226e-06,10669709.0,139,23101.777704996453,1.93,64.1,79.0,58,68.72,61.62,82.53,80.66
eci_table_08,Water-Smart and Resilient Europe,Denmark,Environment,2024,4442,False,43,7.390153531298933e-06,5818553.0,137,59822.092960913134,4.91,80.6,81.0,73,89.45,82.56,94.09,87.48
eci_table_08,Water-Smart and Resilient Europe,Estonia,Environment,2024,4442,False,10,7.508499621571619e-06,1331824.0,31,23566.890205462583,5.11,69.6,78.2,71,79.03,61.94,87.2,82.19
eci_table_08,Water-Smart and Resilient Europe,Finland,Environment,2024,4442,False,118,2.137559566358001e-05,5520314.0,18,48685.853986747854,6.59,88.2,81.7,74,90.41,77.27,91.96,88.38
eci_table_08,Water-Smart and Resilient Europe,France,Environment,2024,4442,False,663,9.886685314575613e-06,67059887.0,119,40493.9285720389,8.43,65.6,82.5,57,77.24,60.6,79.06,81.27
eci_table_08,Water-Smart and Resilient Europe,Germany,Environment,2024,4442,False,769,9.250259936514348e-06,83132799.0,240,46258.8782897109,3.04,70.2,80.9,61,84.39,65.96,87.7,83.45
eci_table_08,Water-Smart and Resilient Europe,Greece,Environment,2024,4442,False,84,7.83851026499577e-06,10716322.0,81,19582.53601086268,17.24,136.6,81.3,38,60.81,52.31,73.3,79.34
eci_table_08,Water-Smart and Resilient Europe,Hungary,Environment,2024,4442,False,106,1.0849596041903597e-05,9769949.0,107,16475.741838979917,3.4,48.5,75.8,41,45.75,59.51,60.36,77.34
eci_table_08,Water-Smart and Resilient Europe,Republic of Ireland,Environment,2024,4442,False,68,1.3580799465715372e-05,5007069.0,72,77629.9889911643,4.93,77.8,82.3,70,81.72,67.73,88.59,85.0
eci_table_08,Water-Smart and Resilient Europe,Italy,Environment,2024,4442,False,745,1.2355425763328154e-05,60297396.0,206,33189.56579886136,9.89,61.9,82.9,47,62.33,60.97,78.44,80.0
eci_table_08,Water-Smart and Resilient Europe,Latvia,Environment,2024,4442,False,13,6.796358615613118e-06,1912789.0,30,17836.364886560932,6.52,88.1,74.7,55,68.82,55.06,81.39,81.36
eci_table_08,Water-Smart and Resilient Europe,Lithuania,Environment,2024,4442,False,19,6.817747961493359e-06,2786844.0,43,19455.45412660343,6.35,72.4,75.7,54,72.57,47.26,79.62,81.8
eci_table_08,Water-Smart and Resilient Europe,Luxembourg,Environment,2024,4442,False,48,7.437282788733136e-05,645397.0,242,110172.37314087298,5.36,19.2,82.1,53,86.31,66.6,89.2,78.79
eci_table_08,Water-Smart and Resilient Europe,Malta,Environment,2024,4442,False,2,3.978888020165005e-06,502653.0,1380,29416.230606402427,3.47,54.3,82.3,45,70.26,68.19,81.05,78.33
eci_table_08,Water-Smart and Resilient Europe,Netherlands,Environment,2024,4442,False,175,1.0096435381371212e-05,17332850.0,508,52447.83143920359,3.2,85.0,81.8,64,87.34,74.03,90.08,86.43
eci_table_08,Water-Smart and Resilient Europe,Poland,Environment,2024,4442,False,260,6.847353579483053e-06,37970874.0,124,15595.227033436207,3.47,67.8,77.6,53,58.03,63.27,67.09,78.63
eci_table_08,Water-Smart and Resilient Europe,Portugal,Environment,2024,4442,False,106,1.0321910192175466e-05,10269417.0,111,23145.04081731222,6.33,63.9,81.3,60,73.19,62.92,85.78,77.64
eci_table_08,Water-Smart and Resilient Europe,Romania,Environment,2024,4442,False,122,6.302778016571553e-06,19356544.0,84,12919.529644186485,3.98,49.4,75.4,32,57.11,49.96,73.56,70.47
eci_table_08,Water-Smart and Resilient Europe,Slovakia,Environment,2024,4442,False,40,7.333968577244931e-06,5454073.0,114,19329.0968008679,5.56,46.6,77.2,48,61.93,61.15,78.6,72.75
eci_table_08,Water-Smart and Resilient Europe,Slovenia,Environment,2024,4442,False,43,2.059440234565453e-05,2087946.0,103,25739.247814359183,4.2,78.6,81.0,55,63.66,62.69,75.8,81.8
eci_table_08,Water-Smart and Resilient Europe,Spain,Environment,2024,4442,False,316,6.712438558617676e-06,47076781.0,94,29613.67113798626,13.96,88.9,83.3,58,72.48,69.27,83.65,80.98
eci_table_08,Water-Smart and Resilient Europe,Sweden,Environment,2024,4442,False,120,1.1666963039936112e-05,10285453.0,25,51610.06605523354,6.48,67.0,82.5,71,86.41,78.29,91.9,85.92
eci_table_09,PsychedeliCare,Austria,Health,2024,74016,False,1139,0.0001283081450213,8877067.0,109,50277.27508736838,4.67,85.1,81.6,59,81.19,67.94,85.99,81.93
eci_table_09,PsychedeliCare,Belgium,Health,2024,74016,False,2993,0.0002606222279499,11484055.0,383,46116.699233676605,5.59,79.7,81.6,61,80.31,64.55,87.7,84.79
eci_table_09,PsychedeliCare,Bulgaria,Health,2024,74016,False,197,2.824064643269745e-05,6975761.0,64,12328.404026456756,4.34,71.0,74.9,31,53.12,54.62,68.31,72.79
eci_table_09,PsychedeliCare,Croatia,Health,2024,74016,False,1115,0.0002741241548862,4067500.0,73,14853.239837492318,6.93,67.9,78.1,45,56.15,52.19,75.16,73.54
eci_table_09,PsychedeliCare,Cyprus,Health,2024,74016,False,53,4.421917693928207e-05,1198575.0,131,20494.87761299877,7.27,75.9,80.8,39,65.69,56.86,78.31,79.14
eci_table_09,PsychedeliCare,Czech Republic,Health,2024,74016,False,547,5.1266627796503165e-05,10669709.0,139,23101.777704996453,1.93,64.1,79.0,58,68.72,61.62,82.53,80.66
eci_table_09,PsychedeliCare,Denmark,Health,2024,74016,False,882,0.0001515840794094,5818553.0,137,59822.092960913134,4.91,80.6,81.0,73,89.45,82.56,94.09,87.48
eci_table_09,PsychedeliCare,Estonia,Health,2024,74016,False,789,0.000592420620142,1331824.0,31,23566.890205462583,5.11,69.6,78.2,71,79.03,61.94,87.2,82.19
eci_table_09,PsychedeliCare,Finland,Health,2024,74016,False,909,0.0001646645462558,5520314.0,18,48685.853986747854,6.59,88.2,81.7,74,90.41,77.27,91.96,88.38
eci_table_09,PsychedeliCare,France,Health,2024,74016,False,28671,0.0004275432196895,67059887.0,119,40493.9285720389,8.43,65.6,82.5,57,77.24,60.6,79.06,81.27
eci_table_09,PsychedeliCare,Germany,Health,2024,74016,False,4800,5.7738943686955614e-05,83132799.0,240,46258.8782897109,3.04,70.2,80.9,61,84.39,65.96,87.7,83.45
eci_table_09,PsychedeliCare,Greece,Health,2024,74016,False,880,8.211772658566997e-05,10716322.0,81,19582.53601086268,17.24,136.6,81.3,38,60.81,52.31,73.3,79.34
eci_table_09,PsychedeliCare,Hungary,Health,2024,74016,False,662,6.775879792207718e-05,9769949.0,107,16475.741838979917,3.4,48.5,75.8,41,45.75,59.51,60.36,77.34
eci_table_09,PsychedeliCare,Republic of Ireland,Health,2024,74016,False,1304,0.000260431801519,5007069.0,72,77629.9889911643,4.93,77.8,82.3,70,81.72,67.73,88.59,85.0
eci_table_09,PsychedeliCare,Italy,Health,2024,74016,False,11485,0.0001904725703245,60297396.0,206,33189.56579886136,9.89,61.9,82.9,47,62.33,60.97,78.44,80.0
eci_table_09,PsychedeliCare,Latvia,Health,2024,74016,False,312,0.0001631126067747,1912789.0,30,17836.364886560932,6.52,88.1,74.7,55,68.82,55.06,81.39,81.36
eci_table_09,PsychedeliCare,Lithuania,Health,2024,74016,False,497,0.000178337933519,2786844.0,43,19455.45412660343,6.35,72.4,75.7,54,72.57,47.26,79.62,81.8
eci_table_09,PsychedeliCare,Luxembourg,Health,2024,74016,False,305,0.0004725773438674,645397.0,242,110172.37314087298,5.36,19.2,82.1,53,86.31,66.6,89.2,78.79
eci_table_09,PsychedeliCare,Malta,Health,2024,74016,False,163,0.0003242793736434,502653.0,1380,29416.230606402427,3.47,54.3,82.3,45,70.26,68.19,81.05,78.33
eci_table_09,PsychedeliCare,Netherlands,Health,2024,74016,False,1207,6.963655717322887e-05,17332850.0,508,52447.83143920359,3.2,85.0,81.8,64,87.34,74.03,90.08,86.43
eci_table_09,PsychedeliCare,Poland,Health,2024,74016,False,6790,0.0001788212723257,37970874.0,124,15595.227033436207,3.47,67.8,77.6,53,58.03,63.27,67.09,78.63
eci_table_09,PsychedeliCare,Portugal,Health,2024,74016,False,1373,0.000133697949942,10269417.0,111,23145.04081731222,6.33,63.9,81.3,60,73.19,62.92,85.78,77.64
eci_table_09,PsychedeliCare,Romania,Health,2024,74016,False,813,4.2001299405513714e-05,19356544.0,84,12919.529644186485,3.98,49.4,75.4,32,57.11,49.96,73.56,70.47
eci_table_09,PsychedeliCare,Slovakia,Health,2024,74016,False,331,6.0688589976701816e-05,5454073.0,114,19329.0968008679,5.56,46.6,77.2,48,61.93,61.15,78.6,72.75
eci_table_09,PsychedeliCare,Slovenia,Health,2024,74016,False,528,0.000252880103221,2087946.0,103,25739.247814359183,4.2,78.6,81.0,55,63.66,62.69,75.8,81.8
eci_table_09,PsychedeliCare,Spain,Health,2024,74016,False,4103,8.715549179116559e-05,47076781.0,94,29613.67113798626,13.96,88.9,83.3,58,72.48,69.27,83.65,80.98
eci_table_09,PsychedeliCare,Sweden,Health,2024,74016,False,1168,0.0001135584402553,10285453.0,25,51610.06605523354,6.48,67.0,82.5,71,86.41,78.29,91.9,85.92
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Austria,Human Rights,2023,25124,False,200,2.2529964007256e-05,8877067.0,109,50277.27508736838,4.67,85.1,81.6,59,81.19,67.94,85.99,81.93
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Belgium,Human Rights,2023,25124,False,253,2.2030545830719203e-05,11484055.0,383,46116.699233676605,5.59,79.7,81.6,61,80.31,64.55,87.7,84.79
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Bulgaria,Human Rights,2023,25124,False,36,5.160727266888874e-06,6975761.0,64,12328.404026456756,4.34,71.0,74.9,31,53.12,54.62,68.31,72.79
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Croatia,Human Rights,2023,25124,False,44,1.0817455439459127e-05,4067500.0,73,14853.239837492318,6.93,67.9,78.1,45,56.15,52.19,75.16,73.54
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Cyprus,Human Rights,2023,25124,False,1,8.343240931940012e-07,1198575.0,131,20494.87761299877,7.27,75.9,80.8,39,65.69,56.86,78.31,79.14
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Czech Republic,Human Rights,2023,25124,False,17,1.59329556223136e-06,10669709.0,139,23101.777704996453,1.93,64.1,79.0,58,68.72,61.62,82.53,80.66
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Denmark,Human Rights,2023,25124,False,65,1.11711623147542e-05,5818553.0,137,59822.092960913134,4.91,80.6,81.0,73,89.45,82.56,94.09,87.48
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Estonia,Human Rights,2023,25124,False,6,4.505099772942971e-06,1331824.0,31,23566.890205462583,5.11,69.6,78.2,71,79.03,61.94,87.2,82.19
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Finland,Human Rights,2023,25124,False,127,2.3005937705717464e-05,5520314.0,18,48685.853986747854,6.59,88.2,81.7,74,90.41,77.27,91.96,88.38
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,France,Human Rights,2023,25124,False,2497,3.723537440497029e-05,67059887.0,119,40493.9285720389,8.43,65.6,82.5,57,77.24,60.6,79.06,81.27
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Germany,Human Rights,2023,25124,False,2899,3.48719161976009e-05,83132799.0,240,46258.8782897109,3.04,70.2,80.9,61,84.39,65.96,87.7,83.45
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Greece,Human Rights,2023,25124,False,146,1.362407736534979e-05,10716322.0,81,19582.53601086268,17.24,136.6,81.3,38,60.81,52.31,73.3,79.34
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Hungary,Human Rights,2023,25124,False,36,3.684768467061599e-06,9769949.0,107,16475.741838979917,3.4,48.5,75.8,41,45.75,59.51,60.36,77.34
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Republic of Ireland,Human Rights,2023,25124,False,91,1.8174305167354395e-05,5007069.0,72,77629.9889911643,4.93,77.8,82.3,70,81.72,67.73,88.59,85.0
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Italy,Human Rights,2023,25124,False,16817,0.0002789009329689,60297396.0,206,33189.56579886136,9.89,61.9,82.9,47,62.33,60.97,78.44,80.0
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Latvia,Human Rights,2023,25124,False,9,4.70517134927062e-06,1912789.0,30,17836.364886560932,6.52,88.1,74.7,55,68.82,55.06,81.39,81.36
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Lithuania,Human Rights,2023,25124,False,13,4.664774921021772e-06,2786844.0,43,19455.45412660343,6.35,72.4,75.7,54,72.57,47.26,79.62,81.8
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Luxembourg,Human Rights,2023,25124,False,47,7.282339397301196e-05,645397.0,242,110172.37314087298,5.36,19.2,82.1,53,86.31,66.6,89.2,78.79
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Malta,Human Rights,2023,25124,False,15,2.9841660151237533e-05,502653.0,1380,29416.230606402427,3.47,54.3,82.3,45,70.26,68.19,81.05,78.33
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Netherlands,Human Rights,2023,25124,False,192,1.1077231961275845e-05,17332850.0,508,52447.83143920359,3.2,85.0,81.8,64,87.34,74.03,90.08,86.43
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Poland,Human Rights,2023,25124,False,450,1.1851188887566824e-05,37970874.0,124,15595.227033436207,3.47,67.8,77.6,53,58.03,63.27,67.09,78.63
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Portugal,Human Rights,2023,25124,False,106,1.0321910192175466e-05,10269417.0,111,23145.04081731222,6.33,63.9,81.3,60,73.19,62.92,85.78,77.64
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Romania,Human Rights,2023,25124,False,59,3.048064778505915e-06,19356544.0,84,12919.529644186485,3.98,49.4,75.4,32,57.11,49.96,73.56,70.47
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Slovakia,Human Rights,2023,25124,False,10,1.8334921443112327e-06,5454073.0,114,19329.0968008679,5.56,46.6,77.2,48,61.93,61.15,78.6,72.75
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Slovenia,Human Rights,2023,25124,False,126,6.034638826866212e-05,2087946.0,103,25739.247814359183,4.2,78.6,81.0,55,63.66,62.69,75.8,81.8
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Spain,Human Rights,2023,25124,False,803,1.705724102079112e-05,47076781.0,94,29613.67113798626,13.96,88.9,83.3,58,72.48,69.27,83.65,80.98
eci_table_10,Stop torture and inhuman treatment at Europe’s borders,Sweden,Human Rights,2023,25124,False,59,5.736256827968588e-06,10285453.0,25,51610.06605523354,6.48,67.0,82.5,71,86.41,78.29,91.9,85.92
eci_table_11,Ensuring a dignified reception of migrants in Europe,Austria,Migration,2023,15364,False,100,1.1264982003628e-05,8877067.0,109,50277.27508736838,4.67,85.1,81.6,59,81.19,67.94,85.99,81.93
eci_table_11,Ensuring a dignified reception of migrants in Europe,Belgium,Migration,2023,15364,False,280,2.4381631749412555e-05,11484055.0,383,46116.699233676605,5.59,79.7,81.6,61,80.31,64.55,87.7,84.79
eci_table_11,Ensuring a dignified reception of migrants in Europe,Bulgaria,Migration,2023,15364,False,21,3.01042423901851e-06,6975761.0,64,12328.404026456756,4.34,71.0,74.9,31,53.12,54.62,68.31,72.79
eci_table_11,Ensuring a dignified reception of migrants in Europe,Croatia,Migration,2023,15364,False,16,3.933620159803319e-06,4067500.0,73,14853.239837492318,6.93,67.9,78.1,45,56.15,52.19,75.16,73.54
eci_table_11,Ensuring a dignified reception of migrants in Europe,Cyprus,Migration,2023,15364,False,4,3.3372963727760048e-06,1198575.0,131,20494.87761299877,7.27,75.9,80.8,39,65.69,56.86,78.31,79.14
eci_table_11,Ensuring a dignified reception of migrants in Europe,Czech Republic,Migration,2023,15364,False,14,1.3121257571317082e-06,10669709.0,139,23101.777704996453,1.93,64.1,79.0,58,68.72,61.62,82.53,80.66
eci_table_11,Ensuring a dignified reception of migrants in Europe,Denmark,Migration,2023,15364,False,25,4.2966008902900776e-06,5818553.0,137,59822.092960913134,4.91,80.6,81.0,73,89.45,82.56,94.09,87.48
eci_table_11,Ensuring a dignified reception of migrants in Europe,Estonia,Migration,2023,15364,False,2,1.501699924314324e-06,1331824.0,31,23566.890205462583,5.11,69.6,78.2,71,79.03,61.94,87.2,82.19
eci_table_11,Ensuring a dignified reception of migrants in Europe,Finland,Migration,2023,15364,False,62,1.1231245179169156e-05,5520314.0,18,48685.853986747854,6.59,88.2,81.7,74,90.41,77.27,91.96,88.38
